item;qtd_cx
82101162003;8
PG25LA323PT01;0
PG25LA323PT02;0
82101162004;8
PG25LA324PT01;14
PG25LA324PT02;14
82101171801;5
PG25LA411PT00;5
82101171802;0
PG25LA412PT00;5
82101171803;5
PG25LA413PT00;5
82101171804;4
PG25LA414PT01;0
PG25LA414PT02;0
82101190401;5
PG25LA436PT00;5
82101190402;0
PG25LP293SDG0;10
PG25LP293SDH0;65
PG25LP293SDM0;50
PG25LP293SDP0;60
PG25LP296SDW0;70
PG25LP293SDC0;10
82102140404;0
PG25LP294SDG0;0
PG25LP294SDH0;0
PG25LP294SDM0;0
PG25LP294SDP0;0
PG25LP294SDC0;0
82101720101;37
PG24LA225SDE0;37
82101730101;40
PG24LA235SDE0;40
82101740101;40
PG24LA245SDE0;40
82101750101;0
PG24LA255SDE0;34
82101119401;0
PG25LA265SDIA;5
82101119403;0
PG25LA266SDIA;5
82101129401;0
PG25LA275SDIA;0
82101129403;0
PG25LA276SDIA;1
82101139401;1
PG25LA285SDIA;1
82101139403;0
PG25LA286SDIA;1
PG25ZA223SE00;0
82101074404;0
PG25ZA224SE00;0
PG25LD435SD0V;0
82101155101;7
PG25LA311DL01;7
PG25LA311DL02;7
82101155102;7
PG25LA312DL01;0
PG25LA312DL02;0
82101155103;7
PG25LA313DL01;7
PG25LA313DL02;7
82101155104;7
PG25LA314DL01;10
82101084603;0
PG25ZA233SD00;0
82101084604;0
PG25ZA234SD00;0
82101094601;10
PG25ZA241SD00;10
82101094602;0
PG25ZA242SD00;0
82101094603;0
PG25ZA243SD00;0
82101094604;0
PG25ZA244SD00;0
82101104601;10
PG25ZA251SD00;10
82101104602;0
PG25ZA252SD00;0
82101104603;0
PG25ZA253SD00;70
82101104604;0
PG25ZA254SD00;0
82101176001;5
PG25ZA411SD00;5
82101176002;0
PG25ZA412SD00;5
82101176003;0
PG25ZA413SD00;70
82101176004;0
PG25ZA414SD01;0
PG25ZA414SD02;0
82101063801;10
PG25ZA211DB00;10
82101063802;0
PG25ZA212DB00;0
82101063803;0
PG25ZA213DB00;0
82101063804;0
PG25ZA214DB00;0
82101075001;10
PG25ZA221DB00;10
82101075002;0
PG25ZA222DB00;0
82101075003;0
PG25ZA223DB00;0
82101075004;0
PG25ZA224DB00;0
82101084701;10
PG25ZA231DB00;10
82101084702;0
PG25ZA232DB00;0
82101084703;0
PG25ZA233DB00;0
82101084704;0
PG25ZA234DB00;0
82101094701;10
PG25ZA241DB00;10
82101094702;0
PG25ZA242DB00;0
82101094703;0
PG25ZA243DB00;0
82101094704;0
PG25ZA244DB00;0
82101104701;10
PG25ZA251DB00;10
82101104702;0
PG25ZA252DB00;0
82101104703;0
PG25ZA253DB00;0
82101104704;0
PG25ZA254DB00;0
82101176101;5
PG25ZA411DB00;5
82101176102;0
PG25ZA412DB00;5
82101176103;0
PG25ZA413DB00;0
82101176104;0
PG25ZA414DB01;0
PG25ZA414DB02;0
82101063901;10
PG25ZA211ZU00;10
82101063902;0
PG25ZA212ZU00;0
82101063903;0
PG25ZA213ZU00;0
82101063904;0
PG25ZA214ZU00;0
82101084801;10
PG25ZA231ZU00;10
82101084802;0
PG25ZA232ZU00;0
82101084803;0
PG25ZA233ZU00;0
82101084804;0
PG25ZA234ZU00;0
82101094801;10
PG25ZA241ZU00;10
82101094802;0
PG25ZA242ZU00;0
82101094803;0
PG25ZA243ZU00;0
82101094804;0
PG25ZA244ZU00;0
82101104801;10
PG25ZA251ZU00;10
82101104802;0
PG25ZA252ZU00;0
82101104803;0
PG25ZA253ZU00;0
82101104804;0
PG25ZA254ZU00;0
82101176201;5
PG25ZA411ZU00;5
82101176202;0
PG25ZA412ZU00;5
82101176203;0
PG25ZA413ZU00;0
82101176204;0
PG25ZA414ZU01;0
PG25ZA414ZU02;0
82101075101;10
PG25ZA221SA00;10
82101075102;0
PG25ZA222SA00;0
82101075103;0
PG25ZA223SA00;0
82101075104;0
PG25ZA224SA00;0
82101084901;10
PG25ZA231SA00;10
82101084902;0
PG25ZA232SA00;0
82101084903;0
PG25ZA233SA00;0
82101084904;0
PG25ZA234SA00;0
82101064001;10
PG25ZA211CM00;10
82101064002;0
PG25ZA212CM00;0
82101064003;0
PG25ZA213CM00;0
82101064004;0
PG25ZA214CM00;30
82101075201;10
PG25ZA221CM00;10
82101075202;0
PG25ZA222CM00;0
82101075203;0
PG25ZA223CM00;0
82101075204;0
PG25ZA224CM00;30
82101085001;10
PG25ZA231CM00;10
82101085002;0
PG25ZA232CM00;0
82101085003;0
PG25ZA233CM00;0
82101085004;0
PG25ZA234CM00;50
82101094901;10
PG25ZA241CM00;10
82101094902;0
PG25ZA242CM00;0
82101094903;0
PG25ZA243CM00;0
82101094904;0
PG25ZA244CM00;50
82101104901;10
PG25ZA251CM00;10
82101104902;0
PG25ZA252CM00;0
82101104903;0
PG25ZA253CM00;0
82101104904;50
PG25ZA254CM00;60
82101064101;10
PG25ZA211ZS00;10
82101064102;0
PG25ZA212ZS00;0
82101064103;0
PG25ZA213ZS00;0
82101064104;0
PG25ZA214ZS00;0
82101085101;10
PG25ZA231ZS00;10
82101085102;0
PG25ZA232ZS00;0
82101085103;0
PG25ZA233ZS00;0
82101085104;0
PG25ZA234ZS00;0
82101095001;10
PG25ZA241ZS00;10
82101095002;0
PG25ZA242ZS00;0
82101095003;0
PG25ZA243ZS00;0
82101095004;0
PG25ZA244ZS00;0
82101105001;10
PG25ZA251ZS00;10
82101105002;0
PG25ZA252ZS00;0
82101105003;0
PG25ZA253ZS00;0
82101105004;0
PG25ZA254ZS00;0
82101064201;10
PG25ZA211FL00;10
82101064202;0
PG25ZA212FL00;0
82101064203;0
PG25ZA213FL00;0
82101064204;0
PG25ZA214FL00;0
82101075301;10
PG25ZA221FL00;10
82101075302;0
PG25ZA222FL00;0
82101075303;0
PG25ZA223FL00;0
82101075304;0
PG25ZA224FL00;0
82101064301;10
PG25ZA211GA00;10
82101064302;0
PG25ZA212GA00;0
82101064303;0
PG25ZA213GA00;0
82101064304;0
PG25ZA214GA00;0
82101075401;10
PG25ZA221GA00;10
82101075402;0
PG25ZA222GA00;0
82101075403;0
PG25ZA223GA00;0
82101075404;0
PG25ZA224GA00;0
82101085201;10
PG25ZA231GA00;10
82101085202;0
PG25ZA232GA00;0
82101085203;0
PG25ZA233GA00;0
82101085204;0
PG25ZA234GA00;0
82101095101;10
PG25ZA241GA00;10
82101095102;0
PG25ZA242GA00;0
82101095103;0
PG25ZA243GA00;0
82101095104;0
PG25ZA244GA00;0
82101105101;10
PG25ZA251GA00;10
82101105102;0
PG25ZA252GA00;0
82101105103;0
PG25ZA253GA00;0
82101105104;0
PG25ZA254GA00;0
82101176301;5
PG25ZA411GA00;5
82101176302;0
PG25ZA412GA00;5
82101176303;0
PG25ZA413GA00;0
82101176304;0
PG25ZA414GA01;0
PG25ZA414GA02;0
82101064401;10
PG25ZA211GR00;10
82101064402;0
PG25ZA212GR00;0
82101064403;0
PG25ZA213GR00;0
82101064404;0
PG25ZA214GR00;0
82101075501;10
PG25ZA221GR00;10
82101075502;0
PG25ZA222GR00;0
82101075503;0
PG25ZA223GR00;0
82101075504;0
PG25ZA224GR00;0
82101085301;10
PG25ZA231GR00;10
82101085302;0
PG25ZA232GR00;0
82101085303;0
PG25ZA233GR00;0
82101085304;0
PG25ZA234GR00;0
82101095201;10
PG25ZA241GR00;10
82101095202;0
PG25ZA242GR00;0
82101095203;0
PG25ZA243GR00;0
82101095204;0
PG25ZA244GR00;0
82101105201;10
PG25ZA251GR00;10
82101105202;0
PG25ZA252GR00;0
82101105203;0
PG25ZA253GR00;0
82101105204;0
PG25ZA254GR00;0
82101176401;5
PG25ZA411GR00;5
82101176402;0
PG25ZA412GR00;5
82101176403;0
PG25ZA413GR00;0
82101176404;0
PG25ZA414GR01;0
PG25ZA414GR02;0
82101064501;10
PG25ZA211MA00;10
82101064502;0
PG25ZA212MA00;0
82101064503;0
PG25ZA213MA00;0
82101064504;0
PG25ZA214MA00;0
82101075601;10
PG25ZA221MA00;10
82101075602;0
PG25ZA222MA00;0
82101075603;0
PG25ZA223MA00;0
82101075604;0
PG25ZA224MA00;0
82101085401;10
PG25ZA231MA00;10
82101085402;0
PG25ZA232MA00;0
82101085403;0
PG25ZA233MA00;0
82101085404;0
PG25ZA234MA00;0
82101095301;10
PG25ZA241MA00;10
82101095302;0
PG25ZA242MA00;0
82101095303;0
PG25ZA243MA00;0
82101095304;0
PG25ZA244MA00;0
82101105301;10
PG25ZA251MA00;10
82101105302;0
PG25ZA252MA00;0
82101105303;0
PG25ZA253MA00;0
82101105304;0
PG25ZA254MA00;0
82101176501;5
PG25ZA411MA00;5
82101176502;0
PG25ZA412MA00;5
82101176503;0
PG25ZA413MA00;0
82101176504;0
PG25ZA414MA01;0
PG25ZA414MA02;0
82101064601;10
PG25ZA211MJ00;10
82101064602;0
PG25ZA212MJ00;0
82101064603;0
PG25ZA213MJ00;0
82101064604;0
PG25ZA214MJ00;0
82101075701;10
PG25ZA221MJ00;10
82101075702;0
PG25ZA222MJ00;0
82101075703;0
PG25ZA223MJ00;0
82101075704;0
PG25ZA224MJ00;0
82101085501;10
PG25ZA231MJ00;10
82101085502;0
PG25ZA232MJ00;0
82101085503;0
PG25ZA233MJ00;0
82101085504;0
PG25ZA234MJ00;0
82101095401;10
PG25ZA241MJ00;10
82101095402;0
PG25ZA242MJ00;0
82101095403;0
PG25ZA243MJ00;0
82101095404;0
PG25ZA244MJ00;0
82101105401;10
PG25ZA251MJ00;10
82101105402;0
PG25ZA252MJ00;0
82101105403;0
PG25ZA253MJ00;0
82101105404;0
PG25ZA254MJ00;0
82101064701;10
PG25ZA211PT00;10
82101064702;0
PG25ZA212PT00;0
82101064703;0
PG25ZA213PT00;0
82101064704;0
PG25ZA214PT00;0
82101075801;10
PG25ZA221PT00;10
82101075802;0
PG25ZA222PT00;0
82101075803;0
PG25ZA223PT00;0
82101075804;0
PG25ZA224PT00;0
82101085601;10
PG25ZA231PT00;10
82101085602;0
PG25ZA232PT00;0
82101085603;0
PG25ZA233PT00;0
82101085604;0
PG25ZA234PT00;0
82101095501;10
PG25ZA241PT00;10
82101095502;0
PG25ZA242PT00;0
82101095503;0
PG25ZA243PT00;0
82101095504;0
PG25ZA244PT00;0
82101105501;10
82101085701;10
PG25ZA231RO00;10
82101085702;0
PG25ZA232RO00;0
82101085703;0
PG25ZA233RO00;0
82101085704;0
PG25ZA234RO00;0
82101095601;10
PG25ZA241RO00;10
82101095602;0
PG25ZA242RO00;0
82101095603;0
PG25ZA243RO00;0
82101095604;0
PG25ZA244RO00;0
82101105601;10
PG25ZA251RO00;10
82101105602;0
PG25ZA252RO00;0
82101105603;0
PG25ZA253RO00;0
82101105604;0
PG25ZA254RO00;0
82101064901;10
PG25ZA211SE00;10
82101064902;0
PG25ZA212SE00;0
82101064903;0
PG25ZA213SE00;0
82101064904;0
PG25ZA214SE00;0
82101076001;10
PG25ZA221SE00;10
82101076002;0
PG25ZA222SE00;0
82101076003;0
PG25ZA223SE00;0
82101076004;0
PG25ZA224SE00;0
82101085801;10
PG25ZA231SE00;10
82101085802;0
PG25ZA232SE00;0
82101085803;0
PG25ZA233SE00;0
82101085804;0
PG25ZA234SE00;0
82101095701;10
PG25ZA241SE00;10
82101095702;0
PG25ZA242SE00;0
82101095703;0
PG25ZA243SE00;0
82101095704;0
PG25ZA244SE00;0
82101105701;10
PG25ZA251SE00;10
82101105702;0
PG25ZA252SE00;0
82101105703;0
PG25ZA253SE00;0
82101105704;0
PG25ZA254SE00;0
82101065001;10
PG25ZA211TA00;10
82101065002;0
PG25ZA212TA00;0
82101065003;0
PG25ZA213TA00;0
82101065004;0
PG25ZA214TA00;0
82101076101;10
PG25ZA221TA00;10
82101076102;0
PG25ZA222TA00;0
82101076103;0
PG25ZA223TA00;0
82101076104;0
PG25ZA224TA00;0
82101085901;10
PG25ZA231TA00;10
82101085902;0
PG25ZA232TA00;0
82101085903;0
PG25ZA233TA00;0
82101085904;0
PG25ZA234TA00;0
82101095801;10
PG25ZA241TA00;10
82101095802;0
PG25ZA242TA00;0
82101095803;0
PG25ZA243TA00;0
82101095804;0
PG25ZA244TA00;0
82101105801;10
PG25ZA251TA00;10
82101105802;0
PG25ZA252TA00;0
82101105803;0
PG25ZA253TA00;0
82101105804;0
PG25ZA254TA00;0
82101065101;10
PG25ZA211DL00;10
82101065102;0
PG25ZA212DL00;0
82101065103;0
PG25ZA213DL00;0
82101065104;0
PG25ZA214DL00;0
82101076201;10
PG25ZA221DL00;10
82101076202;0
MCC052UC0047;24
MCC052UC0224;24
MCC045UC0223;24
MCC045UC0224;24
MCC045UC0225;24
MCC045UC0221;24
MCC052UC0158;24
82102069001;30
200103496;30
82102068901;30
200103496;30
92102049601;0
PG25CP215SDM2;27
92102049501;0
PG25CP215SDP2;24
92102049801;26
PG25CP155SDM1;26
92102049701;26
PG25CP155SDP1;26
92102059601;27
PG25CP215SDM2;27
92102059501;24
PG25CP215SDP2;24
92102059801;0
PG25CP155SDM1;26
92102059701;26
PG25CP155SDP1;26
92102069301;0
PG25CP215SDP2;0
92102069501;0
PG25CP155SDP1;0
92102069401;0
PG25CP215SDM2;0
92102069601;0
PG25CP155SDM1;0
92102079401;0
PG25CP215SDP2;0
92102079601;0
PG25CP155SDP1;0
92102079501;0
PG25CP215SDM2;0
92102079701;0
PG25CP155SDM1;0
82101021701;11
PG25ZA126GA00;11
83101070901;10
PG26LA221IN00;10
PG26FA221SD00;10
PG26LA226SDA0;0
PG26LA226SDW0;0
PG26LA226SDI0;0
83101070902;0
PG26LA222IN00;0
PG26FA222SD00;0
83101070903;0
PG26LA223IN00;0
PG26FA223SD00;0
PG26LA227SDA0;0
PG26LA227SDW0;0
PG26LA227SDI0;0
83101070904;0
PG26LA224IN00;0
PG26FA224SD00;0
83101071101;10
PG26LA221MX00;10
PG26FA221SD00;10
PG26LA226SDA0;0
PG26LA226SDW0;0
PG26LA226SDI0;0
83101071501;9
PG26LA221RV00;10
PG26FA221SD00;10
PG26LA226SDA0;0
PG26LA226SDW0;0
PG26LA226SDI0;0
83101071502;0
PG26LA222RV00;0
PG26FA222SD00;0
83101071503;0
PG26LA223RV00;0
PG26FA223SD00;0
PG26LA227SDA0;0
PG26LA227SDW0;0
PG26LA227SDI0;0
83101071504;0
PG26LA224RV00;0
PG26FA224SD00;0
83101071601;10
PG26LA221RO00;10
PG26FA221SD00;10
PG26LA226SDA0;0
PG26LA226SDW0;0
PG26LA226SDI0;0
83101071602;0
PG26LA222RO00;0
PG26FA222SD00;0
83101071603;0
PG26LA223RO00;0
PG26FA223SD00;0
PG26LA227SDA0;0
PG26LA227SDW0;0
PG26LA227SDI0;0
83101071604;0
PG26LA224RO00;0
PG26FA224SD00;0
PG26FA233SD00;0
PG26LA237SDA0;0
PG26LA237SDW0;0
PG26LA237SDI0;0
83101080404;0
PG26LA234ZG00;0
PG26FA234SD00;0
83101080901;10
PG26LA231IN00;10
PG26FA231SD00;10
PG26LA236SDA0;0
PG26LA236SDW0;0
PG26LA236SDI0;0
83101080902;0
PG26LA232IN00;0
PG26FA232SD00;0
83101080903;0
PG26LA233IN00;0
PG26FA233SD00;0
PG26LA237SDA0;0
PG26LA237SDW0;0
PG26LA237SDI0;0
83101080904;0
PG26LA234IN00;0
PG26FA234SD00;0
83101091501;7
PG26LA241RV00;10
PG26FA241SD00;10
PG26LA246SDA0;0
PG26LA246SDW0;0
PG26LA246SDI0;0
83101091502;0
PG26LA242RV00;0
PG26FA242SD00;0
83101091503;0
PG26LA243RV00;0
PG26FA243SD00;0
PG26LA247SDA0;0
PG26LA247SDW0;0
PG26LA247SDI0;0
83101091504;0
PG26LA244RV00;0
PG26FA244SD00;0
83101091601;7
PG26LA241RO00;10
PG26FA241SD00;10
PG26LA246SDA0;0
PG26LA246SDW0;0
PG26LA246SDI0;0
83101091602;0
PG26LA242RO00;0
PG26FA242SD00;0
83101091603;0
PG26LA243RO00;0
PG26FA243SD00;0
PG26LA247SDA0;0
PG26LA247SDW0;0
PG26LA247SDI0;0
83101091604;0
PG26LA244RO00;0
PG26FA244SD00;0
83101092101;10
PG26LA241PL00;10
PG26FA241SD00;10
PG26LA246SDA0;0
PG26LA246SDW0;0
PG26LA246SDI0;0
83101092102;0
PG26LA242PL00;0
PG26FA242SD00;0
83101092103;0
PG26LA243PL00;0
PG26FA243SD00;0
PG26LA247SDA0;0
PG26LA247SDW0;0
PG26LA247SDI0;0
83101092104;0
PG26LA244PL00;0
PG26FA244SD00;0
83101092201;7
PG26LA241PT00;10
PG26FA241SD00;10
PG26LA246SDA0;0
PG26LA246SDW0;0
PG26LA246SDI0;0
83101092202;0
PG26LA242PT00;0
PG26FA242SD00;0
83101092203;0
PG26LA243PT00;0
PG26FA243SD00;0
PG26LA247SDA0;0
PG26LA247SDW0;0
PG26LA247SDI0;0
83101092204;0
PG26LA244PT00;0
PG26FA244SD00;0
83101101501;7
PG26LA251RV00;10
PG26FA251SD00;10
PG26LA256SDA0;0
PG26LA256SDW0;0
83101101502;0
PG26LA252RV00;0
PG26FA252SD00;0
83101101503;0
PG26LA253RV00;0
PG26FA253SD00;0
83101101504;0
PG26LA254RV00;0
PG26FA254SD00;0
83101101601;7
PG26LA251RO00;10
PG26FA251SD00;10
PG26LA256SDA0;0
PG26LA256SDW0;0
83101101602;0
PG26LA252RO00;0
PG26FA252SD00;0
83101101603;0
PG26LA253RO00;0
PG26FA253SD00;0
83101101604;0
PG26LA254RO00;0
PG26FA254SD00;0
PG26LA251PT00;10
PG26FA251SD00;10
PG26LA256SDA0;0
PG26LA256SDW0;0
83101102202;0
PG26LA252PT00;0
PG26FA252SD00;0
83101102203;0
PG26LA253PT00;0
PG26FA253SD00;0
83101102204;0
PG26LA254PT00;0
PG26FA254SD00;0
PG25LA312SD01;7
PG25LA312SD02;7
82101150103;7
PG25LA313SD01;0
PG25LA313SD02;0
82101150104;7
PG25LA314SD01;10
PG25LA314SD02;10
82101158401;0
PG23LA335SDS1;30
82101158201;0
PG23LA335SDW1;45
82101158601;0
PG23LA335SDA1;19
82101158801;0
PG23LA335SDE1;28
PG23LA337SDB0;60
82101159401;0
PG23LA336SDC0;65
82101159403;45
PG23LA337SDC0;60
82101159601;0
PG23LA335SDW0;40
82101159701;0
PG23LA335SDS0;30
82101159801;0
PG23LA335SDA0;21
82101159901;0
PG23LA335SDE0;21
82101159303;17
PG25EA445SD00;17
PG25LA324SD02;14
82101168601;0
PG23LA335SDS1;30
82101168401;0
PG23LA335SDW1;45
82101169801;0
PG23LA335SDA1;19
82101169001;0
PG23LA335SDE1;28
82101168501;0
PG23LA335SDS2;32
82101168301;0
PG23LA335SDW2;42
82101168701;0
PG23LA335SDA2;19
82101168901;0
PG23LA335SDE2;23
82101168201;0
PG23LA336SDB0;65
82101168203;45
PG23LA337SDB0;60
82101168101;0
PG23LA336SDC0;65
82101168103;45
PG23LA337SDC0;60
82101167801;0
PG23LA335SDH0;65
82101168001;0
PG23LA335SDF0;43
82101167901;0
PG23LA335SDM0;34
82101670101;7
PG25LA156SD0B;10
82101670103;1
PG25LA157SD0B;0
82101039401;0
PG25TA135SD0A;5
PG25LA255DBA0;0
92101119701;0
PG25LA265DBW0;0
92101119703;0
PG25LA266DBW0;0
92101119601;0
PG25LA265DBA0;0
92101119603;0
PG25LA266DBA0;40
92101129701;30
PG25LA275DBW0;30
92101129703;0
PG25LA276DBW0;0
92101129601;0
PG25LA275DBA0;0
92101129603;0
PG25LA276DBA0;0
92101139701;0
PG25LA285DBW0;0
92101139703;0
PG25LA286DBW0;0
92101139601;30
PG25LA285DBA0;30
92101139603;30
PG25LA286DBA0;30
92101149701;0
PG25LA295DBW0;0
92101149703;0
PG25LA296DBW0;0
92101149601;0
PG25LA295DBA0;0
92101149603;0
PG25LA296DBA0;0
82101040001;0
PG25YA211DEA0;0
82101042302;0
PG25YA212DEA0;0
82101042403;0
PG25YA213DEA0;0
82101042504;0
PG25YA214DEA0;0
82101042601;0
PG25YA221DEA0;0
82101042702;0
PG25YA222DEA0;0
82101042803;0
PG25YA223DEA0;0
82101042904;0
PG25YA224DEA0;0
82101043001;0
PG25YA221DEE0;0
82101043102;0
PG25YA222DEE0;38
82101043203;0
PG25YA223DEE0;0
82101043304;0
PG25YA224DEE0;0
82101043401;0
PG25YA221DEW0;0
82101043502;0
PG25YA222DEW0;38
82101043603;0
PG25YA223DEW0;0
82101043704;0
PG25YA224DEW0;0
82101043801;0
PG25YA221DEI0;0
82101043902;0
PG25YA222DEI0;38
82101044003;0
PG25YA223DEI0;0
82101044104;0
PG25YA224DEI0;0
82101044201;0
PG25YA231DEA0;0
82101044302;0
PG25YA232DEA0;0
82101044403;0
PG25YA233DEA0;0
82101077502;0
PG25YA312DEW0;99
82101077603;0
PG25YA313DEW0;0
82101077704;0
PG25YA314DEW0;0
82101077801;0
PG25YA311DES0;0
82101077902;0
PG25YA312DES0;99
82101078003;0
PG25YA313DES0;0
82101078104;0
PG25YA314DES0;0
82101078201;0
PG25YA321DEA0;0
82101078302;0
PG25YA322DEA0;99
MCC045UC0267;0
83107740101;0
MCC045UC0266;99
MCC045UC0269;99
MCC045UC0265;0
MCC045UC0261;99
MCC045UC0262;99
MCC045UC0263;99
MCC045UC0264;99
MCC045UC0267;99
83107750101;0
MCC045UC0266;0
MCC045UC0269;0
MCC045UC0265;0
MCC045UC0261;99
MCC045UC0262;0
MCC045UC0263;0
MCC045UC0264;0
MCC045UC0267;0
83107760101;0
MCC045UC0276;99
MCC045UC0278;99
MCC045UC0275;99
MCC045UC0271;99
MCC045UC0273;99
MCC045UC0272;99
MCC045UC0274;99
MCC045UC0277;99
83107770101;0
MCC045UC0276;0
MCC045UC0278;0
MCC045UC0275;0
MCC045UC0271;99
MCC045UC0273;0
MCC045UC0272;0
MCC045UC0274;0
MCC045UC0277;0
83107780101;0
MCC045UC0276;0
MCC045UC0278;0
MCC045UC0275;0
MCC045UC0271;99
MCC045UC0273;0
MCC045UC0272;0
MCC045UC0274;0
MCC045UC0277;0
83107790101;0
MCC045UC0276;0
MCC045UC0278;0
MCC045UC0275;0
MCC045UC0271;99
MCC045UC0273;0
MCC045UC0272;0
MCC045UC0274;0
MCC045UC0277;0
83107800101;0
MCC045UC0276;0
MCC045UC0278;0
MCC045UC0275;0
MCC045UC0271;99
MCC045UC0273;0
MCC045UC0272;0
MCC045UC0274;0
MCC045UC0277;0
83107810101;0
MCC045UC0266;0
MCC045UC0269;0
MCC045UC0265;0
MCC045UC0261;99
MCC045UC0262;0
MCC045UC0263;0
MCC045UC0264;0
MCC045UC0267;0
83101900101;0
PG26AA115SD00;20
83101078701;15
9786557980521;0
9786557980682;0
9786557980873;0
83101840101;10
PG26LA211SD00;10
PG26FA211SD00;10
83101840102;14
PG26LA212SD00;0
PG26FA212SD00;0
83101840103;14
PG26LA213SD00;0
PG26FA213SD00;0
83101840104;0
PG26LA214SD00;0
PG26FA214SD00;0
93101070104;0
PG26LA224DB00;0
PG26FA224DB00;0
93101079401;27
PG23CA215DBM2;27
93101079501;0
PG23CA215DBP2;24
93101079601;0
PG23CA155DBM1;26
93101079701;0
PG23CA155DBP1;26
93101079801;0
PG24LA225DBE0;38
93101079901;0
PG23LA225DBI0;0
93101080101;7
PG26LA231DB00;0
PG26FA231DB00;0
PG26LA236DBA0;0
PG26LA236DBW0;0
93101080102;0
PG26LA232DB00;0
PG26FA232DB00;0
93101080103;0
PG26LA233DB00;0
PG26FA233DB00;0
PG26LA237DBA0;0
PG26LA237DBW0;0
93101080104;0
PG26LA234DB00;0
PG26FA234DB00;0
93101089801;0
PG24LA235DBE0;40
93101089901;34
PG23LA235DBI0;34
93101090101;7
PG26LA241DB00;0
PG26FA241DB00;0
PG26LA246DBA0;0
PG26LA246DBW0;0
93101090102;0
PG26LA242DB00;0
PG26FA242DB00;0
93101090103;0
PG26LA243DB00;0
PG26FA243DB00;0
PG26LA247DBA0;0
PG26LA247DBW0;0
93101090104;0
PG26LA244DB00;0
PG26FA244DB00;0
93101099801;0
PG24LA245DBE0;34
93101099901;28
PG23LA245DBI0;28
93101100101;7
PG26LA251DB00;10
PG26FA251DB00;10
PG26LA256DBA0;0
PG26LA256DBW0;0
93101100102;0
PG26LA252DB00;0
PG26FA252DB00;0
93101100103;0
PG26LA253DB00;0
PG26FA253DB00;0
93101100104;0
PG26LA254DB00;0
PG26FA254DB00;0
93101109801;0
PG24LA255DBE0;34
93101109901;0
PG23LA255DBI0;30
93101110101;9
PG26LA261DB00;12
PG26FA261SD00;9
PG26LA266DBA0;9
PG26LA266DBW0;9
93101110102;0
PG26LA262DB00;0
PG26FA262SD00;0
93101110103;0
PG26LA263DB00;0
PG26FA263SD00;0
PG26LA267DBA0;0
PG26LA267DBW0;0
93101110104;0
PG26LA264DB00;0
PG26FA264SD00;0
93101119801;0
PG26LA266DBE0;38
93101119803;0
PG26LA267DBE0;0
93101119901;0
PG26LA266DBI0;50
93101119903;0
PG26LA267DBI0;0
93101120101;11
PG26LA271DB00;12
PG26FA271DB00;0
PG26LA276DBA0;0
PG26LA276DBW0;0
PG26LA276DBI0;0
93101120102;0
PG26LA272DB00;0
PG26FA272DB00;0
93101120103;0
PG26LA273DB00;0
PG26FA273DB00;0
PG26LA277DBA0;0
PG26LA277DBW0;0
PG26LA277DBI0;0
93101120104;0
PG26LA274DB00;0
PG26FA274DB00;0
93101129801;0
PG26LA276DBE0;40
93101129801;0
PG26LA277DBE0;40
93101129901;0
PG26LA276DBI0;46
93101129903;0
PG26LA277DBI0;0
93101130101;11
PG26LA281DB00;12
PG26LA286DBA0;0
PG26LA286DBW0;0
93101130102;0
PG26LA282DB00;0
93101130103;0
PG26LA283DB00;0
PG26LA287DBA0;0
PG26LA287DBW0;0
93101130104;0
PG26LA284DB00;0
93101139801;0
PG26LA286DBI0;45
93101139803;0
PG26LA287DBI0;0
93101139901;0
PG24LA285DBE0;32
93101140101;11
PG26LA291DB00;12
PG26LA296DBA0;0
PG26LA296DBW0;0
93101140102;0
PG26LA292DB00;0
93101140103;0
PG26LA293DB00;0
PG26LA297DBA0;0
PG26LA297DBW0;0
93101140104;0
PG26LA294DB00;0
93101149801;0
PG26LA296DBI0;48
93101149803;0
PG26LA297DBI0;0
93101149901;0
PG24LA295DBE0;32
93101150101;7
PG26LA311DB01;0
PG26LA311DB02;0
93101150102;7
PG26LA312DB01;0
PG26LA312DB02;0
93101150103;0
PG26LA313DB01;0
PG26LA313DB02;0
93101150104;0
PG26LA314DB01;0
PG26LA314DB02;0
93101158101;0
PG23LA335DBH0;65
93101158201;45
PG23LA335DBM0;34
93101158301;43
PG23LA335DBF0;43
93101158401;40
PG23LA335DBW0;40
93101158501;30
PG23LA335DBS0;30
93101158601;21
PG23LA335DBA0;21
93101158701;21
PG23LA335DBE0;21
93101158801;0
PG23LA335DBW1;45
93101158901;0
PG23LA335DBS1;27
93101159001;19
PG23LA335DBA1;23
93101159101;23
PG23LA335DBE1;23
93101159301;0
PG23LA335DBW2;42
93101159401;0
PG23LA335DBS2;32
93101159501;0
PG23LA335DBA2;23
93101159601;0
PG23LA335DBE2;23
93101159701;54
PG23LA336DBC0;54
93101159703;0
PG23LA337DBC0;0
93101159801;54
PG23LA336DBB0;54
93101159803;0
PG23LA337DBB0;0
93101159903;0
PG25EA445DB00;0
93101160101;8
PG26LA321DB01;0
PG26LA321DB02;0
93101160102;9
PG26LA322DB01;0
PG26LA322DB02;0
93101160103;0
PG26LA323DB01;0
PG26LA323DB02;0
93101160104;0
PG26LA324DB01;0
PG26LA324DB02;0
93101167801;0
PG23LA335DBH0;65
93101167901;45
PG23LA335DBM0;34
93101168001;43
PG23LA335DBF0;43
